66	2008	08	16	1	8	19	22	36	42	1	Samstag
67	2008	08	20	15	16	19	28	36	40	7	Mittwoch
68	2008	08	23	4	10	20	26	28	43	7	Samstag
69	2008	08	27	15	18	20	29	31	33	9	Mittwoch
70	2008	08	30	8	11	20	21	36	48	4	Samstag
71	2008	09	03	3	7	8	38	43	45	2	Mittwoch
72	2008	09	06	14	15	20	26	35	49	1	Samstag
73	2008	09	10	2	10	23	24	32	34	2	Mittwoch
74	2008	09	13	2	3	22	27	38	48	4	Samstag
75	2008	09	17	7	8	17	35	36	47	0	Mittwoch
76	2008	09	20	4	6	7	28	34	43	6	Samstag
77	2008	09	24	3	21	28	39	45	47	4	Mittwoch
78	2008	09	27	11	27	28	29	37	39	7	Samstag
79	2008	10	01	9	11	20	31	35	42	2	Mittwoch
80	2008	10	04	4	11	12	16	21	43	1	Samstag
81	2008	10	08	5	9	11	13	30	39	3	Mittwoch
82	2008	10	11	2	5	13	18	22	29	3	Samstag
83	2008	10	15	4	14	26	34	35	47	8	Mittwoch
84	2008	10	18	1	10	21	25	35	36	9	Samstag
85	2008	10	22	13	15	17	18	20	31	5	Mittwoch
86	2008	10	25	1	24	34	43	46	47	3	Samstag
87	2008	10	29	4	21	26	31	42	45	8	Mittwoch
88	2008	11	01	6	25	26	27	28	43	3	Samstag
89	2008	11	05	2	3	4	12	44	49	2	Mittwoch
90	2008	11	08	4	9	16	25	33	42	8	Samstag
91	2008	11	12	5	16	20	33	41	48	6	Mittwoch
92	2008	11	15	3	23	31	39	41	48	5	Samstag
93	2008	11	19	4	14	17	32	36	44	3	Mittwoch
94	2008	11	22	11	12	23	35	41	42	7	Samstag
95	2008	11	26	2	23	25	32	43	49	4	Mittwoch
96	2008	11	29	7	9	12	19	22	43	5	Samstag
97	2008	12	03	8	15	16	33	44	47	3	Mittwoch
98	2008	12	06	5	7	15	23	24	32	8	Samstag
99	2008	12	10	12	14	15	17	31	38	4	Mittwoch
100	2008	12	13	6	13	18	22	44	45	8	Samstag
101	2008	12	17	1	12	16	24	32	49	8	Mittwoch
102	2008	12	20	4	11	19	28	46	48	9	Samstag
103	2008	12	24	1	22	39	42	43	47	2	Mittwoch
104	2008	12	27	3	11	13	16	24	31	0	Samstag
105	2008	12	31	6	24	29	30	36	49	2	Mittwoch
1	2009	01	03	6	10	14	21	40	46	0	Samstag
2	2009	01	07	3	6	20	23	26	37	7	Mittwoch
3	2009	01	10	6	17	18	37	41	49	4	Samstag
4	2009	01	14	1	7	9	22	29	32	1	Mittwoch
5	2009	01	17	4	12	32	38	42	46	1	Samstag
6	2009	01	21	5	7	8	10	38	40	0	Mittwoch
7	2009	01	24	2	12	14	16	36	46	0	Samstag
8	2009	01	28	1	3	15	24	38	47	0	Mittwoch
9	2009	01	31	7	9	11	14	17	31	2	Samstag
10	2009	02	04	2	5	10	21	42	46	1	Mittwoch
11	2009	02	07	2	13	15	35	39	48	3	Samstag
12	2009	02	11	13	22	39	41	42	43	7	Mittwoch
13	2009	02	14	17	28	29	40	42	47	2	Samstag
14	2009	02	18	15	19	39	43	48	49	3	Mittwoch
15	2009	02	21	3	14	18	29	31	41	7	Samstag
16	2009	02	25	2	7	10	22	34	43	1	Mittwoch
17	2009	02	28	1	15	20	21	22	33	6	Samstag
18	2009	03	04	6	28	31	38	42	44	4	Mittwoch
19	2009	03	07	7	26	33	37	38	44	8	Samstag
20	2009	03	11	8	13	32	39	47	48	5	Mittwoch
21	2009	03	14	5	8	26	44	45	49	4	Samstag
22	2009	03	18	4	17	29	37	42	47	5	Mittwoch
23	2009	03	21	10	13	21	23	34	38	5	Samstag
24	2009	03	25	14	25	31	32	41	49	8	Mittwoch
25	2009	03	28	3	4	41	44	47	49	0	Samstag
26	2009	04	01	3	13	17	21	32	33	8	Mittwoch
27	2009	04	04	1	2	11	22	26	36	4	Samstag
28	2009	04	08	5	12	19	28	29	37	1	Mittwoch
29	2009	04	11	2	3	7	17	37	38	4	Samstag
30	2009	04	15	2	4	9	20	42	48	5	Mittwoch
31	2009	04	18	2	5	10	20	25	42	7	Samstag
32	2009	04	22	6	11	24	31	32	45	7	Mittwoch
33	2009	04	25	6	11	18	19	35	43	0	Samstag
34	2009	04	29	7	10	14	15	40	41	9	Mittwoch
35	2009	05	02	2	13	17	18	26	41	0	Samstag
36	2009	05	06	1	2	7	41	44	45	3	Mittwoch
37	2009	05	09	8	22	24	30	36	40	8	Samstag
38	2009	05	13	16	25	34	41	45	47	5	Mittwoch
39	2009	05	16	15	32	35	36	42	47	8	Samstag
40	2009	05	20	6	8	27	28	31	47	5	Mittwoch
41	2009	05	23	13	14	20	28	29	33	9	Samstag
42	2009	05	27	9	11	16	19	42	44	4	Mittwoch
43	2009	05	30	17	18	21	35	36	43	9	Samstag
44	2009	06	03	3	9	15	18	21	33	7	Mittwoch
45	2009	06	06	3	10	13	23	27	35	2	Samstag
46	2009	06	10	11	23	28	32	35	36	3	Mittwoch
47	2009	06	13	4	6	38	42	46	48	7	Samstag
48	2009	06	17	7	10	29	40	42	43	4	Mittwoch
49	2009	06	20	18	26	35	37	41	46	7	Samstag
50	2009	06	24	9	19	32	36	37	39	3	Mittwoch
51	2009	06	27	3	14	37	38	45	47	1	Samstag
52	2009	07	01	2	11	18	26	32	49	5	Mittwoch
53	2009	07	04	11	15	30	31	32	39	1	Samstag
54	2009	07	08	4	5	31	36	40	43	6	Mittwoch
55	2009	07	11	1	3	12	14	27	43	0	Samstag
56	2009	07	15	2	6	14	25	38	43	0	Mittwoch
57	2009	07	18	1	2	5	9	30	45	5	Samstag
58	2009	07	22	3	8	19	32	40	43	6	Mittwoch
59	2009	07	25	6	11	23	24	31	35	0	Samstag
60	2009	07	29	9	10	13	20	32	37	3	Mittwoch
61	2009	08	01	2	16	30	35	44	46	8	Samstag
62	2009	08	05	4	36	13	19	15	39	5	Mittwoch
63	2009	08	08	9	19	32	34	38	41	2	Samstag
64	2009	08	12	8	15	24	28	37	40	0	Mittwoch
65	2009	08	15	3	5	8	23	34	42	5	Samstag
66	2009	08	19	22	32	35	39	43	44	9	Mittwoch
67	2009	08	22	8	12	14	17	22	25	9	Samstag
68	2009	08	26	15	22	23	26	33	43	6	Mittwoch
69	2009	08	29	13	23	24	35	36	44	6	Samstag
70	2009	09	02	7	8	29	30	34	39	4	Mittwoch
71	2009	09	05	4	12	24	25	26	45	8	Samstag
72	2009	09	09	12	16	22	29	34	43	1	Mittwoch
73	2009	09	12	5	19	23	34	40	41	8	Samstag
74	2009	09	16	5	22	27	31	32	49	3	Mittwoch
75	2009	09	19	11	14	17	22	33	39	0	Samstag
76	2009	09	23	3	4	23	30	43	44	6	Mittwoch
77	2009	09	26	8	9	25	33	39	45	4	Samstag
78	2009	09	30	20	22	30	31	37	41	6	Mittwoch
79	2009	10	03	11	16	19	27	34	36	4	Samstag
80	2009	10	07	10	28	34	38	45	48	0	Mittwoch
81	2009	10	10	15	16	20	24	27	40	8	Samstag
82	2009	10	14	10	22	23	41	43	47	8	Mittwoch
83	2009	10	17	24	31	39	43	44	45	4	Samstag
84	2009	10	21	10	16	25	40	42	44	4	Mittwoch
85	2009	10	24	5	18	22	24	39	48	1	Samstag
86	2009	10	28	16	39	42	43	45	48	5	Mittwoch
87	2009	10	31	7	13	21	22	25	33	7	Samstag
88	2009	11	04	2	4	6	8	14	28	5	Mittwoch
89	2009	11	07	1	9	27	28	34	37	8	Samstag
90	2009	11	11	10	11	19	32	42	46	5	Mittwoch
91	2009	11	14	1	3	10	11	25	44	8	Samstag
92	2009	11	18	6	8	16	23	25	44	2	Mittwoch
93	2009	11	21	4	8	14	24	44	47	1	Samstag
94	2009	11	25	10	12	18	24	43	44	3	Mittwoch
95	2009	11	28	24	30	33	34	36	45	6	Samstag
96	2009	12	02	12	17	24	30	31	32	9	Mittwoch
97	2009	12	05	6	7	8	16	29	42	8	Samstag
98	2009	12	09	1	5	13	22	26	29	1	Mittwoch
99	2009	12	12	4	18	22	26	38	49	5	Samstag
100	2009	12	16	2	8	11	18	19	38	4	Mittwoch
101	2009	12	19	7	14	15	18	29	47	3	Samstag
102	2009	12	23	2	5	28	36	44	48	8	Mittwoch
103	2009	12	26	7	11	16	24	39	49	8	Samstag
104	2009	12	30	10	16	22	25	37	40	5	Mittwoch
1	2010	01	02	3	6	30	31	32	43	2	Samstag
2	2010	01	06	2	14	17	20	24	48	1	Mittwoch
3	2010	01	09	2	22	24	33	37	46	9	Samstag
4	2010	01	13	2	13	34	38	40	43	8	Mittwoch
5	2010	01	16	6	7	12	17	18	34	4	Samstag
6	2010	01	20	9	11	15	28	46	47	9	Mittwoch
7	2010	01	23	14	16	21	28	31	39	5	Samstag
8	2010	01	27	5	7	10	39	43	46	5	Mittwoch
9	2010	01	30	11	13	17	34	46	49	7	Samstag
10	2010	02	03	4	8	10	16	37	43	6	Mittwoch
11	2010	02	06	10	15	22	34	41	49	2	Samstag
12	2010	02	10	6	9	12	29	44	49	7	Mittwoch
13	2010	02	13	5	11	15	20	36	48	2	Samstag
14	2010	02	17	17	22	31	35	38	44	5	Mittwoch
15	2010	02	20	2	10	20	24	25	47	3	Samstag
16	2010	02	24	3	6	12	22	25	41	2	Mittwoch
17	2010	02	27	4	6	26	30	33	45	7	Samstag
18	2010	03	03	3	9	17	37	45	47	1	Mittwoch
19	2010	03	06	13	18	27	35	38	39	2	Samstag
20	2010	03	10	16	18	27	45	46	49	7	Mittwoch
21	2010	03	13	10	15	23	24	27	35	9	Samstag
22	2010	03	17	19	20	23	25	30	34	0	Mittwoch
23	2010	03	20	6	20	21	22	24	30	0	Samstag
24	2010	03	24	9	15	19	25	40	47	7	Mittwoch
25	2010	03	27	4	10	14	36	45	49	8	Samstag
26	2010	03	31	14	25	41	46	47	49	3	Mittwoch
27	2010	04	03	12	13	24	32	40	48	8	Samstag
28	2010	04	07	14	18	24	26	32	35	2	Mittwoch
29	2010	04	10	2	3	8	34	37	47	9	Samstag
30	2010	04	14	5	13	18	35	37	42	1	Mittwoch
31	2010	04	17	10	11	16	17	35	38	1	Samstag
32	2010	04	21	5	13	23	33	40	41	7	Mittwoch
33	2010	04	24	7	12	26	29	45	46	1	Samstag
34	2010	04	28	3	19	26	30	39	40	1	Mittwoch
35	2010	05	01	10	16	19	20	37	49	4	Samstag
36	2010	05	05	11	12	17	19	36	44	7	Mittwoch
37	2010	05	08	16	31	36	39	40	49	8	Samstag
38	2010	05	12	1	20	24	26	27	40	4	Mittwoch
39	2010	05	15	5	10	11	35	36	41	5	Samstag
40	2010	05	19	19	25	30	34	37	42	1	Mittwoch
41	2010	05	22	12	13	19	39	43	49	9	Samstag
42	2010	05	26	6	11	16	39	41	49	9	Mittwoch
43	2010	05	29	17	20	26	33	46	47	1	Samstag
44	2010	06	02	9	18	20	23	32	34	0	Mittwoch
45	2010	06	05	5	21	28	32	43	46	8	Samstag
46	2010	06	09	14	25	29	33	37	42	3	Mittwoch
47	2010	06	12	4	9	17	20	25	35	4	Samstag
48	2010	06	16	7	27	28	29	34	40	0	Mittwoch
49	2010	06	19	13	14	21	22	41	42	6	Samstag
50	2010	06	23	1	18	23	25	44	48	5	Mittwoch
51	2010	06	26	25	33	39	41	48	49	3	Samstag
52	2010	06	30	2	7	13	14	33	36	6	Mittwoch
53	2010	07	03	1	13	27	45	46	47	8	Samstag
54	2010	07	07	6	17	28	32	35	42	6	Mittwoch
55	2010	07	10	2	3	7	17	19	42	6	Samstag
56	2010	07	14	10	11	20	23	28	42	6	Mittwoch
57	2010	07	17	7	11	20	29	36	49	7	Samstag
58	2010	07	21	17	20	22	28	31	43	1	Mittwoch
59	2010	07	24	4	15	21	24	37	43	1	Samstag
60	2010	07	28	16	20	33	34	40	46	1	Mittwoch
61	2010	07	31	22	24	25	34	46	49	7	Samstag
62	2010	08	04	13	28	30	31	33	46	4	Mittwoch
63	2010	08	07	6	20	29	32	33	44	2	Samstag
64	2010	08	11	3	6	7	13	17	33	2	Mittwoch
65	2010	08	14	4	8	14	30	32	43	5	Samstag
66	2010	08	18	2	9	14	16	37	47	8	Mittwoch
67	2010	08	21	5	15	18	22	26	30	4	Samstag
68	2010	08	25	9	28	36	43	44	49	7	Mittwoch
69	2010	08	28	4	6	22	31	35	40	7	Samstag
70	2010	09	01	4	11	16	19	29	36	9	Mittwoch
71	2010	09	04	3	6	19	25	35	48	3	Samstag
72	2010	09	08	5	11	12	13	32	40	9	Mittwoch
73	2010	09	11	26	28	39	41	43	48	8	Samstag
74	2010	09	15	1	29	31	32	41	43	4	Mittwoch
75	2010	09	18	4	24	29	30	35	37	3	Samstag
76	2010	09	22	2	4	5	9	12	17	7	Mittwoch
77	2010	09	25	1	2	4	12	25	46	1	Samstag
78	2010	09	29	4	9	16	23	32	41	7	Mittwoch
79	2010	10	02	5	15	17	27	28	29	2	Samstag
80	2010	10	06	2	3	11	19	30	43	3	Mittwoch
81	2010	10	09	11	12	15	19	21	22	9	Samstag
82	2010	10	13	3	16	21	32	33	40	5	Mittwoch
83	2010	10	16	8	13	19	33	45	47	7	Samstag
84	2010	10	20	1	7	15	19	22	33	0	Mittwoch
85	2010	10	23	8	9	23	29	34	43	8	Samstag
86	2010	10	27	12	13	18	25	28	44	3	Mittwoch
87	2010	10	30	11	12	15	30	39	49	2	Samstag
88	2010	11	03	1	5	9	39	45	47	0	Mittwoch
89	2010	11	06	4	14	17	18	33	34	3	Samstag
90	2010	11	10	8	11	12	21	22	49	0	Mittwoch
91	2010	11	13	8	13	17	19	24	43	8	Samstag
92	2010	11	17	1	16	18	24	28	47	8	Mittwoch
93	2010	11	20	4	17	29	32	33	34	5	Samstag
94	2010	11	24	5	8	26	33	35	46	1	Mittwoch
95	2010	11	27	1	4	8	10	35	45	7	Samstag
96	2010	12	01	15	20	25	32	39	41	2	Mittwoch
97	2010	12	04	13	18	24	37	41	48	2	Samstag
98	2010	12	08	2	7	14	16	18	26	5	Mittwoch
99	2010	12	11	5	7	16	27	31	43	0	Samstag
100	2010	12	15	3	9	14	28	43	45	0	Mittwoch
101	2010	12	18	4	16	21	39	40	42	3	Samstag
102	2010	12	22	6	18	26	35	36	45	4	Mittwoch
103	2010	12	25	2	9	10	11	29	46	7	Samstag
104	2010	12	29	14	15	20	37	42	48	2	Mittwoch
1	2011	01	01	2	14	18	26	35	36	1	Samstag
2	2011	01	05	24	29	36	42	46	49	7	Mittwoch
3	2011	01	08	23	26	27	32	33	41	5	Samstag
4	2011	01	12	2	8	12	22	23	28	2	Mittwoch
5	2011	01	15	12	13	21	26	33	38	3	Samstag
6	2011	01	19	5	6	8	29	34	35	1	Mittwoch
7	2011	01	22	3	7	14	19	23	35	5	Samstag
8	2011	01	26	6	22	23	28	34	37	4	Mittwoch
9	2011	01	29	8	11	21	30	35	45	7	Samstag
10	2011	02	02	6	15	17	22	34	46	4	Mittwoch
11	2011	02	05	9	11	24	34	35	41	8	Samstag
12	2011	02	09	13	14	23	39	41	46	3	Mittwoch
13	2011	02	12	1	2	5	24	31	32	4	Samstag
14	2011	02	16	3	8	11	25	30	46	0	Mittwoch
15	2011	02	19	12	14	16	33	42	47	5	Samstag
16	2011	02	23	6	16	22	27	39	40	1	Mittwoch
17	2011	02	26	18	19	32	38	47	49	6	Samstag
18	2011	03	02	4	9	36	38	42	48	0	Mittwoch
19	2011	03	05	7	13	15	28	33	39	5	Samstag
20	2011	03	09	6	13	14	27	41	48	9	Mittwoch
21	2011	03	12	9	15	19	31	38	43	9	Samstag
22	2011	03	16	5	18	20	35	41	48	4	Mittwoch
23	2011	03	19	10	11	16	21	41	46	6	Samstag
24	2011	03	23	5	11	16	34	40	42	4	Mittwoch
25	2011	03	26	17	19	20	25	28	37	7	Samstag
26	2011	03	30	13	18	23	31	32	37	7	Mittwoch
27	2011	04	02	1	16	25	29	33	47	5	Samstag
28	2011	04	06	9	14	19	27	31	39	0	Mittwoch
29	2011	04	09	12	26	32	39	44	47	8	Samstag
30	2011	04	13	6	9	16	23	26	47	5	Mittwoch
31	2011	04	16	3	4	17	19	35	49	3	Samstag
32	2011	04	20	13	20	36	39	40	44	9	Mittwoch
33	2011	04	23	6	16	18	22	29	41	2	Samstag
34	2011	04	27	16	21	32	33	42	46	7	Mittwoch
35	2011	04	30	10	12	19	29	33	34	0	Samstag
36	2011	05	04	6	14	22	30	36	40	1	Mittwoch
37	2011	05	07	5	12	23	29	34	41	2	Samstag
38	2011	05	11	8	26	28	29	31	35	5	Mittwoch
39	2011	05	14	1	9	10	11	20	31	3	Samstag
40	2011	05	18	3	13	27	30	33	41	1	Mittwoch
41	2011	05	21	13	24	28	36	45	49	0	Samstag
42	2011	05	25	1	8	26	27	35	38	6	Mittwoch
43	2011	05	28	4	17	19	29	34	46	6	Samstag
44	2011	06	01	10	11	13	20	22	41	9	Mittwoch
45	2011	06	04	17	22	34	37	38	46	5	Samstag
46	2011	06	08	4	15	24	31	38	49	5	Mittwoch
47	2011	06	11	8	16	18	28	34	46	9	Samstag
48	2011	06	15	6	21	22	23	32	44	3	Mittwoch
49	2011	06	18	6	14	21	24	25	41	6	Samstag
50	2011	06	22	1	4	24	29	34	37	4	Mittwoch
51	2011	06	25	3	4	20	28	37	42	1	Samstag
52	2011	06	29	8	10	22	30	36	45	7	Mittwoch
53	2011	07	02	7	10	16	19	22	40	8	Samstag
54	2011	07	06	6	11	14	27	32	38	2	Mittwoch
55	2011	07	09	9	11	18	23	36	45	2	Samstag
56	2011	07	13	1	25	26	30	39	47	1	Mittwoch
57	2011	07	16	3	14	15	22	27	38	6	Samstag
58	2011	07	20	7	11	19	23	42	49	3	Mittwoch
59	2011	07	23	8	12	18	20	24	33	0	Samstag
60	2011	07	27	11	12	16	26	32	35	8	Mittwoch
61	2011	07	30	8	11	21	40	42	44	5	Samstag
62	2011	08	03	4	8	33	40	41	43	6	Mittwoch
63	2011	08	06	9	11	33	36	41	49	5	Samstag
64	2011	08	10	8	12	16	22	23	26	5	Mittwoch
65	2011	08	13	13	14	21	29	31	34	2	Samstag
66	2011	08	17	1	11	16	18	20	25	6	Mittwoch
67	2011	08	20	2	7	22	31	32	41	6	Samstag
68	2011	08	24	19	28	31	33	36	41	6	Mittwoch
69	2011	08	27	27	29	40	43	44	49	0	Samstag
70	2011	08	31	15	17	26	29	32	47	7	Mittwoch
71	2011	09	03	2	8	17	31	36	42	2	Samstag
72	2011	09	07	4	10	23	27	28	39	1	Mittwoch
73	2011	09	10	6	9	10	16	28	43	0	Samstag
74	2011	09	14	4	5	23	32	39	44	7	Mittwoch
75	2011	09	17	12	23	38	42	46	49	1	Samstag
76	2011	09	21	10	24	27	31	41	46	5	Mittwoch
77	2011	09	24	3	5	6	18	24	42	3	Samstag
78	2011	09	28	10	14	18	27	38	43	5	Mittwoch
79	2011	10	01	9	13	17	21	29	47	1	Samstag
80	2011	10	05	1	2	15	33	43	45	8	Mittwoch
81	2011	10	08	24	25	29	31	34	47	0	Samstag
82	2011	10	12	8	10	28	40	43	46	7	Mittwoch
83	2011	10	15	2	5	16	18	37	39	5	Samstag
84	2011	10	19	8	10	15	25	31	34	4	Mittwoch
85	2011	10	22	6	7	8	26	34	35	5	Samstag
86	2011	10	26	15	30	33	34	37	38	5	Mittwoch
87	2011	10	29	6	17	23	24	35	44	7	Samstag
88	2011	11	02	3	6	23	40	41	43	4	Mittwoch
89	2011	11	05	7	13	21	37	41	43	0	Samstag
90	2011	11	09	6	14	20	27	28	48	7	Mittwoch
91	2011	11	12	7	12	15	16	30	42	9	Samstag
92	2011	11	16	8	14	26	33	47	49	4	Mittwoch
93	2011	11	19	9	24	26	33	40	47	5	Samstag
94	2011	11	23	1	10	23	30	38	39	4	Mittwoch
95	2011	11	26	3	13	23	33	38	49	5	Samstag
96	2011	11	30	4	12	18	31	42	44	1	Mittwoch
97	2011	12	03	1	10	25	29	44	47	7	Samstag
98	2011	12	07	11	16	20	27	32	38	7	Mittwoch
99	2011	12	10	2	4	5	10	25	34	7	Samstag
100	2011	12	14	8	14	29	32	36	37	9	Mittwoch
101	2011	12	17	3	19	33	38	44	47	6	Samstag
102	2011	12	21	15	17	21	24	39	43	1	Mittwoch
103	2011	12	24	6	12	26	27	32	36	9	Samstag
104	2011	12	28	6	13	18	19	20	21	5	Mittwoch
105	2011	12	31	2	5	11	17	19	28	1	Samstag
1	2012	01	04	3	18	24	29	36	46	1	Mittwoch
2	2012	01	07	22	24	29	33	37	47	2	Samstag
3	2012	01	11	8	11	15	34	36	47	5	Mittwoch
4	2012	01	14	1	6	7	11	20	32	8	Samstag
5	2012	01	18	6	7	13	18	32	33	0	Mittwoch
6	2012	01	21	26	27	43	45	46	49	4	Samstag
7	2012	01	25	1	4	6	24	33	47	7	Mittwoch
8	2012	01	28	1	16	19	27	37	48	4	Samstag
9	2012	02	01	3	6	7	18	37	39	1	Mittwoch
10	2012	02	04	10	15	24	27	40	45	5	Samstag
11	2012	02	08	8	13	24	34	45	47	5	Mittwoch
12	2012	02	11	2	11	32	34	48	49	1	Samstag
13	2012	02	15	15	29	35	36	40	41	2	Mittwoch
14	2012	02	18	3	13	25	27	40	47	5	Samstag
15	2012	02	22	4	12	14	19	24	48	7	Mittwoch
16	2012	02	25	7	11	14	16	43	48	1	Samstag
17	2012	02	29	6	11	25	32	35	43	5	Mittwoch
18	2012	03	03	4	22	24	33	40	48	9	Samstag
19	2012	03	07	25	29	33	38	47	49	5	Mittwoch
20	2012	03	10	1	10	15	21	26	35	1	Samstag
21	2012	03	14	3	8	9	13	22	49	9	Mittwoch
22	2012	03	17	3	7	23	33	42	43	2	Samstag
23	2012	03	21	4	14	26	34	38	49	6	Mittwoch
24	2012	03	24	22	35	37	39	43	49	7	Samstag
25	2012	03	28	2	17	22	23	39	42	6	Mittwoch
26	2012	03	31	1	25	26	27	40	43	5	Samstag
27	2012	04	04	19	23	29	37	42	46	8	Mittwoch
28	2012	04	07	2	10	12	15	35	44	7	Samstag
29	2012	04	11	2	4	6	7	16	44	9	Mittwoch
30	2012	04	14	26	29	37	39	42	48	8	Samstag
31	2012	04	18	6	8	21	33	34	35	5	Mittwoch
32	2012	04	21	6	7	19	20	24	41	5	Samstag
33	2012	04	25	3	23	26	40	42	46	7	Mittwoch
34	2012	04	28	11	17	20	33	37	47	0	Samstag
35	2012	05	02	4	14	15	17	20	35	4	Mittwoch
36	2012	05	05	5	8	14	28	31	48	5	Samstag
37	2012	05	09	15	16	17	20	40	45	8	Mittwoch
38	2012	05	12	13	18	30	31	34	36	9	Samstag
39	2012	05	16	16	24	41	44	45	46	5	Mittwoch
40	2012	05	19	20	34	36	42	43	47	5	Samstag
41	2012	05	23	1	23	26	31	36	42	7	Mittwoch
42	2012	05	26	5	11	15	34	44	48	4	Samstag
43	2012	05	30	2	10	21	23	44	45	9	Mittwoch
44	2012	06	02	9	13	26	30	37	41	4	Samstag
45	2012	06	06	1	9	17	27	38	42	8	Mittwoch
46	2012	06	09	10	15	17	22	28	31	9	Samstag
47	2012	06	13	1	29	32	33	40	46	6	Mittwoch
48	2012	06	16	1	17	28	33	46	48	8	Samstag
49	2012	06	20	3	6	17	22	24	28	0	Mittwoch
50	2012	06	23	11	13	19	27	33	39	4	Samstag
51	2012	06	27	2	5	15	31	37	43	1	Mittwoch
52	2012	06	30	7	8	20	22	30	41	4	Samstag
53	2012	07	04	3	6	12	25	33	49	6	Mittwoch
54	2012	07	07	6	10	29	30	43	49	2	Samstag
55	2012	07	11	11	16	21	29	32	43	1	Mittwoch
56	2012	07	14	6	9	10	22	29	33	0	Samstag
57	2012	07	18	20	21	23	29	34	47	9	Mittwoch
58	2012	07	21	4	24	26	31	38	40	0	Samstag
59	2012	07	25	2	8	13	25	44	45	7	Mittwoch
60	2012	07	28	16	27	31	37	41	49	7	Samstag
61	2012	08	01	19	26	32	41	43	44	0	Mittwoch
62	2012	08	04	15	18	22	23	38	40	8	Samstag
63	2012	08	08	12	13	22	41	43	49	4	Mittwoch
64	2012	08	11	1	2	3	20	47	49	3	Samstag
65	2012	08	15	1	12	14	15	34	37	4	Mittwoch
66	2012	08	18	5	16	28	32	34	40	4	Samstag
67	2012	08	22	1	7	11	15	31	49	6	Mittwoch
68	2012	08	25	16	17	22	25	27	35	4	Samstag
69	2012	08	29	22	29	35	38	40	45	3	Mittwoch
70	2012	09	01	3	6	7	16	26	48	5	Samstag
71	2012	09	05	4	7	18	24	37	44	4	Mittwoch
72	2012	09	08	19	38	39	41	48	49	3	Samstag
73	2012	09	12	8	19	26	36	39	49	7	Mittwoch
74	2012	09	15	6	8	9	34	41	48	0	Samstag
75	2012	09	19	1	11	16	20	31	44	4	Mittwoch
76	2012	09	22	7	24	40	41	48	49	0	Samstag
77	2012	09	26	10	12	14	29	40	47	7	Mittwoch
78	2012	09	29	1	4	20	34	39	41	0	Samstag
79	2012	10	03	13	28	35	46	48	49	4	Mittwoch
80	2012	10	06	8	20	22	34	44	46	5	Samstag
81	2012	10	10	13	15	28	38	43	48	3	Mittwoch
82	2012	10	13	9	10	36	37	42	43	8	Samstag
83	2012	10	17	5	10	12	14	46	47	6	Mittwoch
84	2012	10	20	6	8	11	15	26	33	9	Samstag
85	2012	10	24	6	14	18	33	39	44	5	Mittwoch
86	2012	10	27	11	23	33	39	44	46	9	Samstag
87	2012	10	31	3	8	13	30	34	49	5	Mittwoch
88	2012	11	03	7	8	26	42	43	46	3	Samstag
89	2012	11	07	2	6	21	31	46	47	1	Mittwoch
90	2012	11	10	2	3	25	28	38	49	1	Samstag
91	2012	11	14	2	9	11	17	34	45	0	Mittwoch
92	2012	11	17	5	7	15	24	32	36	4	Samstag
93	2012	11	21	1	9	10	24	27	29	2	Mittwoch
94	2012	11	24	2	12	23	28	32	48	3	Samstag
95	2012	11	28	11	21	26	40	42	45	4	Mittwoch
96	2012	12	01	2	3	4	6	23	45	3	Samstag
97	2012	12	05	20	23	24	27	36	38	7	Mittwoch
98	2012	12	08	15	19	27	34	42	48	6	Samstag
99	2012	12	12	1	8	10	11	15	33	5	Mittwoch
100	2012	12	15	4	25	27	30	31	40	6	Samstag
101	2012	12	19	25	27	32	36	40	43	5	Mittwoch
102	2012	12	22	11	23	32	38	44	49	4	Samstag
103	2012	12	26	3	10	13	34	36	43	2	Mittwoch
104	2012	12	29	11	25	31	35	38	43	4	Samstag
1	2013	01	02	3	18	21	36	41	44	0	Mittwoch
2	2013	01	05	22	26	39	45	47	49	0	Samstag
3	2013	01	09	6	7	22	26	36	43	9	Mittwoch
4	2013	01	12	7	10	11	15	43	48	8	Samstag
5	2013	01	16	3	8	11	14	18	26	3	Mittwoch
6	2013	01	19	23	27	28	39	45	47	6	Samstag
7	2013	01	23	3	4	8	12	22	28	3	Mittwoch
8	2013	01	26	12	28	31	33	36	37	4	Samstag
9	2013	01	30	2	4	5	26	27	36	2	Mittwoch
10	2013	02	02	2	4	17	28	34	44	2	Samstag
11	2013	02	06	7	14	16	24	31	32	4	Mittwoch
12	2013	02	09	5	20	22	26	29	47	5	Samstag
13	2013	02	13	4	6	11	14	15	38	5	Mittwoch
14	2013	02	16	6	22	23	24	33	39	1	Samstag
15	2013	02	20	5	6	20	27	36	45	7	Mittwoch
16	2013	02	23	17	26	35	44	46	49	2	Samstag
17	2013	02	27	5	6	16	25	28	33	9	Mittwoch
18	2013	03	02	2	4	14	17	45	48	8	Samstag
19	2013	03	06	2	6	10	14	15	29	9	Mittwoch
20	2013	03	09	2	12	14	20	39	47	7	Samstag
21	2013	03	13	3	26	29	32	38	46	7	Mittwoch
22	2013	03	16	4	10	17	34	39	42	7	Samstag
23	2013	03	20	5	10	17	24	35	37	7	Mittwoch
24	2013	03	23	9	16	30	37	41	49	2	Samstag
25	2013	03	27	1	2	3	13	21	38	9	Mittwoch
